account,currency,prevDeposited,prevWithdrawn,prevTransferIn,prevTransferOut,prevAmount,prevTimestamp,deltaDeposited,deltaWithdrawn,deltaTransferIn,deltaTransferOut,deltaAmount,deposited,withdrawn,transferIn,transferOut,amount,pendingCredit,pendingDebit,confirmedDebit,timestamp,addr,script,withdrawalLock
63908,XBt,98311965,58600000,10000000,0,963374,2020-07-05T12:00:00.015Z,0,0,0,0,0,98311965,58600000,10000000,0,963374,0,0,0,2020-07-05T12:00:00.662Z,2NBMEXRjjsDBRNbC3jx2CcBsMMtZbGsw4Up,532102c10be2f0dc20f4285c25156aa22a0c46d2b89ccc4d1c8eaed92ea0c1a8f40c002102ceba29da1af96a0f2ef7cda6950b8be2baeb1adf12c0d5efebb70dbcaa086ba021034dce67afa4c9e25bf39de42600c466dd870118ea398e25df25152aac7e1fe5f02103d5a42b90e9d7156155661979530a09d2e12e252ef4104e5611274a7ae7e2b09454ae,[]
