account,symbol,currency,underlying,quoteCurrency,commission,initMarginReq,maintMarginReq,riskLimit,leverage,crossMargin,deleveragePercentile,rebalancedPnl,prevRealisedPnl,prevUnrealisedPnl,prevClosePrice,openingTimestamp,openingQty,openingCost,openingComm,openOrderBuyQty,openOrderBuyCost,openOrderBuyPremium,openOrderSellQty,openOrderSellCost,openOrderSellPremium,execBuyQty,execBuyCost,execSellQty,execSellCost,execQty,execCost,execComm,currentTimestamp,currentQty,currentCost,currentComm,realisedCost,unrealisedCost,grossOpenCost,grossOpenPremium,grossExecCost,isOpen,markPrice,markValue,riskValue,homeNotional,foreignNotional,posState,posCost,posCost2,posCross,posInit,posComm,posLoss,posMargin,posMaint,posAllowance,taxableMargin,initMargin,maintMargin,sessionMargin,targetExcessMargin,varMargin,realisedGrossPnl,realisedTax,realisedPnl,unrealisedGrossPnl,longBankrupt,shortBankrupt,taxBase,indicativeTaxRate,indicativeTax,unrealisedTax,unrealisedPnl,unrealisedPnlPcnt,unrealisedRoePcnt,simpleQty,simpleCost,simpleValue,simplePnl,simplePnlPcnt,avgCostPrice,avgEntryPrice,breakEvenPrice,marginCallPrice,liquidationPrice,bankruptPrice,timestamp,lastPrice,lastValue,currentCost_USD,realisedCost_USD,unrealisedCost_USD,posCost_USD,posCost2_USD,posComm_USD,unrealisedGrossPnl_USD
63908,XBTUSD,XBt,XBT,USD,0.00075,0.01,0.004,20000000000,100,True,1,732180,0,0,9193.61,2020-07-11 23:00:00,1549,-17041741,-151441,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-11T23:18:50.315Z,1549,-17041741,-151441,0,-17041741,0,0,0,True,9211.93,-16814395,16814395,0.16814395,-1549,,-17041741,-16896097,145644,170418,13019,145644,183437,81186,0,0,0,410783,0,0,0,0,0,151441,227346,0,0,0,,0,0,227346,0.0133,1.3341,,,,,,9090.0827,9090.0827,8642,8220.5,8220.5,8191,2020-07-11T23:18:50.315Z,9211.93,-16814395,-1091.608719755 USD,0.0 USD,-1091.608719755 USD,-1091.608719755 USD,-1082.279493335 USD,0.833932045 USD,14.562648030000002 USD
