account,avgCostPrice,avgEntryPrice,bankruptPrice,breakEvenPrice,commission,crossMargin,currency,currentComm,currentCost,currentQty,currentTimestamp,deleveragePercentile,execBuyCost,execBuyQty,execComm,execCost,execQty,execSellCost,execSellQty,foreignNotional,grossExecCost,grossOpenCost,grossOpenPremium,homeNotional,indicativeTax,indicativeTaxRate,initMargin,initMarginReq,isOpen,lastPrice,lastValue,leverage,liquidationPrice,longBankrupt,maintMargin,maintMarginReq,marginCallPrice,markPrice,markValue,openOrderBuyCost,openOrderBuyPremium,openOrderBuyQty,openOrderSellCost,openOrderSellPremium,openOrderSellQty,openingComm,openingCost,openingQty,openingTimestamp,posAllowance,posComm,posCost,posCost2,posCross,posInit,posLoss,posMaint,posMargin,posState,prevClosePrice,prevRealisedPnl,prevUnrealisedPnl,quoteCurrency,realisedCost,realisedGrossPnl,realisedPnl,realisedTax,rebalancedPnl,riskLimit,riskValue,sessionMargin,shortBankrupt,simpleCost,simplePnl,simplePnlPcnt,simpleQty,simpleValue,symbol,targetExcessMargin,taxBase,taxableMargin,timestamp,underlying,unrealisedCost,unrealisedGrossPnl,unrealisedPnl,unrealisedPnlPcnt,unrealisedRoePcnt,unrealisedTax,varMargin
63908,9090.0827,9090.0827,8029,8462,0.00075,True,XBt,-84957,-17041741,1549,2020-07-13T21:58:15.315Z,1,0,0,0,0,0,0,0,-1549,0,0,0,0.16797356,0,,0,0.01,True,9221.55,-16797356,100,8057.5,0,427822,0.004,8057.5,9221.55,-16797356,0,0,0,0,0,0,-84957,-17041741,1549,2020-07-13T21:00:00.000Z,0,13019,-17041741,-16896097,145644,170418,145644,81186,183437,,9220.22,0,0,USD,0,0,84957,0,1179717,20000000000,16797356,0,0,,,,,,XBTUSD,0,0,0,2020-07-13T21:58:15.315Z,XBT,-17041741,244385,244385,0.0143,1.434,0,0
