account,avgPx,clOrdID,clOrdLinkID,commission,contingencyType,cumQty,currency,displayQty,exDestination,execComm,execCost,execID,execInst,execType,foreignNotional,homeNotional,lastLiquidityInd,lastMkt,lastPx,lastQty,leavesQty,multiLegReportingType,ordRejReason,ordStatus,ordType,orderID,orderQty,pegOffsetValue,pegPriceType,price,settlCurrency,side,simpleCumQty,simpleLeavesQty,simpleOrderQty,stopPx,symbol,text,timeInForce,timestamp,tradePublishIndicator,transactTime,trdMatchID,triggered,underlyingLastPx,workingIndicator
63908,7660.4872,,,0.00075,,34143,USD,,XBME,116496,155328390,5cb8b7b3-abfe-ffbb-128a-f7f092575b2f,Close,Trade,11898,-1.5532839,RemovedLiquidity,XBME,7660.0,11898,0,SingleSecurity,,Filled,Limit,3331965d-688b-29d4-030e-9b493a5941d8,34143,,,7646.0,XBt,Sell,4.47580587,0.0,,,XBTUSD,Position Close from testnet.bitmex.com,GoodTillCancel,2018-06-08T18:27:45.364Z,PublishTrade,2018-06-08T18:27:45.364Z,a95d0318-629d-4394-5914-068d0add188b,,,False
63908,7671.0,,,0.00075,,100,USD,,XBME,977,-1303600,57a5b372-0ea3-e1e1-c9f5-fc7598f1c7a3,,Trade,-100,0.013036,RemovedLiquidity,XBME,7671.0,100,13097,SingleSecurity,,PartiallyFilled,LimitIfTouched,ba526056-96c3-fcc0-9839-151838c57a1d,13197,,,7671.0,XBt,Buy,0.013036,1.7073,,7747.0,XBTUSD,"Triggered: Order stop price reached
Submitted via API.",GoodTillCancel,2018-06-09T11:59:32.018Z,PublishTrade,2018-06-09T11:59:32.018Z,3fc4cdad-79cf-00bf-b621-0ab9dc85d8f0,StopOrderTriggered,,True
63908,7671.0,,,-0.00025,,2100,USD,,XBME,-6518,-26072000,5036f394-2f1e-fc37-9b57-620abacac781,,Trade,-2000,0.26072,RemovedLiquidity,XBME,7671.0,2000,11097,SingleSecurity,,PartiallyFilled,LimitIfTouched,ba526056-96c3-fcc0-9839-151838c57a1d,13197,,,7671.0,XBt,Buy,0.273756,1.4466,,7747.0,XBTUSD,"Triggered: Order stop price reached
Submitted via API.",GoodTillCancel,2018-06-09T11:59:32.018Z,PublishTrade,2018-06-09T11:59:32.018Z,0206f9b0-6491-fd2d-e6c8-9a90ced31b09,StopOrderTriggered,,True
63908,7671.0,,,0.00075,,4461,USD,,XBME,23083,-30777996,b7fa2f19-538e-29d5-cc70-058cd72e4bb6,,Trade,-2361,0.30777996,RemovedLiquidity,XBME,7671.0,2361,8736,SingleSecurity,,PartiallyFilled,LimitIfTouched,ba526056-96c3-fcc0-9839-151838c57a1d,13197,,,7671.0,XBt,Buy,0.5815359600000001,1.1388,,7747.0,XBTUSD,"Triggered: Order stop price reached
Submitted via API.",GoodTillCancel,2018-06-09T11:59:32.018Z,PublishTrade,2018-06-09T11:59:32.018Z,8dbba53d-3c64-d01d-43ee-165d77e2d79e,StopOrderTriggered,,True
63908,7637.61,,,0.003104,,4461,USD,,XBME,181298,-58407873,2c09258d-91e6-8bc8-d4b5-a1c093092903,,Funding,-4461,0.58407873,,XBME,7637.61,4461,0,SingleSecurity,,Filled,Limit,00000000-0000-0000-0000-000000000000,4461,,,7637.61,XBt,,0.5815,0.0,,,XBTUSD,Funding,AtTheClose,2018-06-09T12:00:00.142Z,,2018-06-09T12:00:00.000Z,9d70a373-1339-4548-de26-88b50de98c1d,,,False
63908,7671.0,,,-0.00025,,8496,USD,,XBME,-13150,-52600260,1bffc95d-451f-050d-a1e9-f55be610d58e,,Trade,-4035,0.5260026,AddedLiquidity,XBME,7671.0,4035,4701,SingleSecurity,,PartiallyFilled,LimitIfTouched,ba526056-96c3-fcc0-9839-151838c57a1d,13197,,,7671.0,XBt,Buy,1.10753856,0.6128,,7747.0,XBTUSD,"Triggered: Order stop price reached
Submitted via API.",GoodTillCancel,2018-06-09T12:02:42.843Z,PublishTrade,2018-06-09T12:02:42.843Z,0d50e8da-54ac-95c5-3ce8-9955142a369b,StopOrderTriggered,,True
63908,7671.0,,,-0.00025,,8935,USD,,XBME,-1430,-5722804,77e778d7-69f6-ba34-62f6-d6b94d0e84b6,,Trade,-439,0.05722804,AddedLiquidity,XBME,7671.0,439,4262,SingleSecurity,,PartiallyFilled,LimitIfTouched,ba526056-96c3-fcc0-9839-151838c57a1d,13197,,,7671.0,XBt,Buy,1.1647666,0.5556,,7747.0,XBTUSD,"Triggered: Order stop price reached
Submitted via API.",GoodTillCancel,2018-06-09T12:02:49.743Z,PublishTrade,2018-06-09T12:02:49.743Z,6bc65382-be61-3b46-dfb5-b74788eaad81,StopOrderTriggered,,True
63908,7671.0,,,-0.00025,,13197,USD,,XBME,-13889,-55559432,bbe2446d-761f-4f51-2657-0a0784a8f8b0,,Trade,-4262,0.55559432,AddedLiquidity,XBME,7671.0,4262,0,SingleSecurity,,Filled,LimitIfTouched,ba526056-96c3-fcc0-9839-151838c57a1d,13197,,,7671.0,XBt,Buy,1.72036092,0.0,,7747.0,XBTUSD,"Triggered: Order stop price reached
Submitted via API.",GoodTillCancel,2018-06-09T12:04:39.479Z,PublishTrade,2018-06-09T12:04:39.479Z,af7b988c-73a5-d863-e847-e7c2f1151119,StopOrderTriggered,,False
63908,7644.5,,,0.00075,,25,USD,,XBME,245,327025,16666566-4f2e-ff06-ba2e-5a88d882dc90,Close,Trade,25,-0.00327025,RemovedLiquidity,XBME,7644.5,25,13172,SingleSecurity,,PartiallyFilled,Limit,6a28f424-b2de-429b-b94e-eae2fa6c8e09,13197,,,7633.0,XBt,Sell,0.003259,1.7171,,,XBTUSD,Position Close from testnet.bitmex.com,GoodTillCancel,2018-06-09T15:47:48.392Z,PublishTrade,2018-06-09T15:47:48.392Z,4add8a0a-0592-4029-573c-32f14bcdc624,,,True
63908,7644.5,,,0.00075,,125,USD,,XBME,981,1308100,0ed43399-385b-d4bf-be0b-5f446eb82de7,Close,Trade,100,-0.013081,RemovedLiquidity,XBME,7644.5,100,13072,SingleSecurity,,PartiallyFilled,Limit,6a28f424-b2de-429b-b94e-eae2fa6c8e09,13197,,,7633.0,XBt,Sell,0.016295,1.7041,,,XBTUSD,Position Close from testnet.bitmex.com,GoodTillCancel,2018-06-09T15:47:48.392Z,PublishTrade,2018-06-09T15:47:48.392Z,02ba45fd-02e5-0bc6-b64f-61f9c6eb8048,,,True
63908,7644.5,,,0.00075,,177,USD,,XBME,510,680212,e620ca92-cf37-023f-b913-a04a24cf2bbf,Close,Trade,52,-0.00680212,RemovedLiquidity,XBME,7644.5,52,13020,SingleSecurity,,PartiallyFilled,Limit,6a28f424-b2de-429b-b94e-eae2fa6c8e09,13197,,,7633.0,XBt,Sell,0.02307372,1.6973,,,XBTUSD,Position Close from testnet.bitmex.com,GoodTillCancel,2018-06-09T15:47:48.392Z,PublishTrade,2018-06-09T15:47:48.392Z,c4e72d49-0146-5b7c-f865-9a5abac0500f,,,True
63908,7644.5,,,0.00075,,277,USD,,XBME,981,1308100,9d66b5e4-432f-b2fd-1f33-05afab802928,Close,Trade,100,-0.013081,RemovedLiquidity,XBME,7644.5,100,12920,SingleSecurity,,PartiallyFilled,Limit,6a28f424-b2de-429b-b94e-eae2fa6c8e09,13197,,,7633.0,XBt,Sell,0.03610972,1.6843,,,XBTUSD,Position Close from testnet.bitmex.com,GoodTillCancel,2018-06-09T15:47:48.392Z,PublishTrade,2018-06-09T15:47:48.392Z,2132ec7a-3fe5-6f33-74eb-decd368b116d,,,True
63908,7644.5,,,0.00075,,377,USD,,XBME,981,1308100,748bbe2a-7d7b-44a1-5deb-007dfa1cf89f,Close,Trade,100,-0.013081,RemovedLiquidity,XBME,7644.5,100,12820,SingleSecurity,,PartiallyFilled,Limit,6a28f424-b2de-429b-b94e-eae2fa6c8e09,13197,,,7633.0,XBt,Sell,0.04914572,1.6712,,,XBTUSD,Position Close from testnet.bitmex.com,GoodTillCancel,2018-06-09T15:47:48.392Z,PublishTrade,2018-06-09T15:47:48.392Z,8b851ac0-ace3-30a8-6d52-0d6898ce355c,,,True
63908,7644.6755,,,0.00075,,437,USD,,XBME,588,784920,28dac19a-eb48-8461-5b47-70967742f2ea,Close,Trade,60,-0.0078492,RemovedLiquidity,XBME,7644.0,60,12760,SingleSecurity,,PartiallyFilled,Limit,6a28f424-b2de-429b-b94e-eae2fa6c8e09,13197,,,7633.0,XBt,Sell,0.056967319999999995,1.6634,,,XBTUSD,Position Close from testnet.bitmex.com,GoodTillCancel,2018-06-09T15:47:48.392Z,PublishTrade,2018-06-09T15:47:48.392Z,23366fdc-aeb5-8a0d-3e69-f3a946094e6c,,,True
63908,7644.6755,,,0.00075,,637,USD,,XBME,1962,2616400,9025ac76-3328-099b-418c-a2e95aa5e64a,Close,Trade,200,-0.026164,RemovedLiquidity,XBME,7644.0,200,12560,SingleSecurity,,PartiallyFilled,Limit,6a28f424-b2de-429b-b94e-eae2fa6c8e09,13197,,,7633.0,XBt,Sell,0.08303932,1.6373,,,XBTUSD,Position Close from testnet.bitmex.com,GoodTillCancel,2018-06-09T15:47:48.392Z,PublishTrade,2018-06-09T15:47:48.392Z,c826dcab-0cd1-547a-66a6-66cd4a1dd7e3,,,True
63908,7644.6755,,,0.00075,,6302,USD,,XBME,55582,74109530,802d70b1-966a-d418-5f5f-0cd3f6e4ed5d,Close,Trade,5665,-0.7410953,RemovedLiquidity,XBME,7644.0,5665,6895,SingleSecurity,,PartiallyFilled,Limit,6a28f424-b2de-429b-b94e-eae2fa6c8e09,13197,,,7633.0,XBt,Sell,0.82152872,0.8988,,,XBTUSD,Position Close from testnet.bitmex.com,GoodTillCancel,2018-06-09T15:47:48.392Z,PublishTrade,2018-06-09T15:47:48.392Z,d4900cd7-4b42-7274-3761-115c657da994,,,True
63908,7644.6755,,,0.00075,,6327,USD,,XBME,245,327050,9e990831-8237-f7af-d10e-f7378fd69247,Close,Trade,25,-0.0032705,RemovedLiquidity,XBME,7644.0,25,6870,SingleSecurity,,PartiallyFilled,Limit,6a28f424-b2de-429b-b94e-eae2fa6c8e09,13197,,,7633.0,XBt,Sell,0.82478772,0.8956,,,XBTUSD,Position Close from testnet.bitmex.com,GoodTillCancel,2018-06-09T15:47:48.392Z,PublishTrade,2018-06-09T15:47:48.392Z,43e8403d-6009-1c73-cb6d-091903d4a095,,,True
63908,7644.6755,,,0.00075,,6352,USD,,XBME,245,327075,652082fc-0fd1-fad2-9577-fab6fb558d23,Close,Trade,25,-0.00327075,RemovedLiquidity,XBME,7643.5,25,6845,SingleSecurity,,PartiallyFilled,Limit,6a28f424-b2de-429b-b94e-eae2fa6c8e09,13197,,,7633.0,XBt,Sell,0.82804672,0.8923,,,XBTUSD,Position Close from testnet.bitmex.com,GoodTillCancel,2018-06-09T15:47:48.392Z,PublishTrade,2018-06-09T15:47:48.392Z,1731bf6c-6bdb-be5e-ebe0-46f9b3c727d3,,,True
63908,7644.6755,,,0.00075,,6377,USD,,XBME,245,327100,34913466-37aa-954b-1163-c40910ca076c,Close,Trade,25,-0.003271,RemovedLiquidity,XBME,7643.0,25,6820,SingleSecurity,,PartiallyFilled,Limit,6a28f424-b2de-429b-b94e-eae2fa6c8e09,13197,,,7633.0,XBt,Sell,0.83130572,0.889,,,XBTUSD,Position Close from testnet.bitmex.com,GoodTillCancel,2018-06-09T15:47:48.392Z,PublishTrade,2018-06-09T15:47:48.392Z,b6979c17-b963-19e6-7be9-927dd3b3ae22,,,True
63908,7644.6755,,,0.00075,,6402,USD,,XBME,245,327125,991f3836-70e5-e6be-ad5b-ebca143312d6,Close,Trade,25,-0.00327125,RemovedLiquidity,XBME,7642.5,25,6795,SingleSecurity,,PartiallyFilled,Limit,6a28f424-b2de-429b-b94e-eae2fa6c8e09,13197,,,7633.0,XBt,Sell,0.83456472,0.8858,,,XBTUSD,Position Close from testnet.bitmex.com,GoodTillCancel,2018-06-09T15:47:48.392Z,PublishTrade,2018-06-09T15:47:48.392Z,10243460-64d6-e4c8-2761-c8db12415a16,,,True
63908,7644.6755,,,0.00075,,6427,USD,,XBME,245,327150,ab0fbd2d-b0da-3f7d-4d7b-a4e820d2eaf1,Close,Trade,25,-0.0032715,RemovedLiquidity,XBME,7642.0,25,6770,SingleSecurity,,PartiallyFilled,Limit,6a28f424-b2de-429b-b94e-eae2fa6c8e09,13197,,,7633.0,XBt,Sell,0.83782372,0.8825,,,XBTUSD,Position Close from testnet.bitmex.com,GoodTillCancel,2018-06-09T15:47:48.392Z,PublishTrade,2018-06-09T15:47:48.392Z,4f5ce546-8f84-89f0-0aa0-2ee088e38d5a,,,True
63908,7644.6755,,,0.00075,,6452,USD,,XBME,245,327150,4a6687d2-1c74-8bb0-d80c-c50f643364ab,Close,Trade,25,-0.0032715,RemovedLiquidity,XBME,7641.5,25,6745,SingleSecurity,,PartiallyFilled,Limit,6a28f424-b2de-429b-b94e-eae2fa6c8e09,13197,,,7633.0,XBt,Sell,0.8410827200000001,0.8793,,,XBTUSD,Position Close from testnet.bitmex.com,GoodTillCancel,2018-06-09T15:47:48.392Z,PublishTrade,2018-06-09T15:47:48.392Z,74764bf2-befa-d7c3-e86f-dccb5eadb5cb,,,True
63908,7644.0911,,,0.00075,,6477,USD,,XBME,245,327175,78817a56-b65e-12a6-6f80-2a6eb396e82c,Close,Trade,25,-0.00327175,RemovedLiquidity,XBME,7641.0,25,6720,SingleSecurity,,PartiallyFilled,Limit,6a28f424-b2de-429b-b94e-eae2fa6c8e09,13197,,,7633.0,XBt,Sell,0.8443417200000001,0.876,,,XBTUSD,Position Close from testnet.bitmex.com,GoodTillCancel,2018-06-09T15:47:48.392Z,PublishTrade,2018-06-09T15:47:48.392Z,1c003cd0-5ee0-859b-67d1-040fcfd75fc0,,,True
63908,7644.0911,,,0.00075,,6502,USD,,XBME,245,327200,7c750442-9ad6-d557-644c-9afb3172b503,Close,Trade,25,-0.003272,RemovedLiquidity,XBME,7640.5,25,6695,SingleSecurity,,PartiallyFilled,Limit,6a28f424-b2de-429b-b94e-eae2fa6c8e09,13197,,,7633.0,XBt,Sell,0.8476007200000001,0.8728,,,XBTUSD,Position Close from testnet.bitmex.com,GoodTillCancel,2018-06-09T15:47:48.392Z,PublishTrade,2018-06-09T15:47:48.392Z,33446f5f-367d-0b01-9bf7-59d3d3e417c0,,,True
63908,7642.3386,,,0.00075,,13197,USD,,XBME,65718,87624160,397e2b0e-412f-1434-fbac-32a46abde295,Close,Trade,6695,-0.8762416,RemovedLiquidity,XBME,7640.5,6695,0,SingleSecurity,,Filled,Limit,6a28f424-b2de-429b-b94e-eae2fa6c8e09,13197,,,7633.0,XBt,Sell,1.72036092,0.0,,,XBTUSD,Position Close from testnet.bitmex.com,GoodTillCancel,2018-06-09T15:47:48.392Z,PublishTrade,2018-06-09T15:47:48.392Z,f177a730-29a0-db50-c163-45754d1ee916,,,False
63908,6803.0,,,0.00075,,100,USD,,XBME,1102,1469900,b9ea2437-382b-7864-f811-53d45f79b7fe,,Trade,100,-0.014699,RemovedLiquidity,XBME,6803.0,100,57295,SingleSecurity,,PartiallyFilled,MarketIfTouched,48224345-988c-a788-ea88-9123bdeb8f73,57395,,,6799.5,XBt,Sell,0.014699,8.4264,,6841.5,XBTUSD,"Triggered: Order stop price reached
Submitted via API.",ImmediateOrCancel,2018-06-12T00:00:15.124Z,PublishTrade,2018-06-12T00:00:15.124Z,93f23e72-690c-9741-70d9-61176896c94b,StopOrderTriggered,,True
63908,6803.1839,,,0.00075,,101,USD,,XBME,11,14706,edf13e93-cda5-8b89-8220-12ed2ae2f8a9,,Trade,1,-0.00014706,RemovedLiquidity,XBME,6800.0,1,57294,SingleSecurity,,PartiallyFilled,MarketIfTouched,48224345-988c-a788-ea88-9123bdeb8f73,57395,,,6799.5,XBt,Sell,0.01484606,8.4262,,6841.5,XBTUSD,"Triggered: Order stop price reached
Submitted via API.",ImmediateOrCancel,2018-06-12T00:00:15.124Z,PublishTrade,2018-06-12T00:00:15.124Z,38aca132-cf4a-c97e-fd29-002d9c6185bc,StopOrderTriggered,,True
63908,6799.9456,,,0.00075,,57395,USD,,XBME,631967,842622858,0fb20cbe-51eb-6ad5-37e0-ae93d15bc1ea,,Trade,57294,-8.42622858,RemovedLiquidity,XBME,6799.5,57294,0,SingleSecurity,,Filled,MarketIfTouched,48224345-988c-a788-ea88-9123bdeb8f73,57395,,,6799.5,XBt,Sell,8.44107464,0.0,,6841.5,XBTUSD,"Triggered: Order stop price reached
Submitted via API.",ImmediateOrCancel,2018-06-12T00:00:15.124Z,PublishTrade,2018-06-12T00:00:15.124Z,4834ef3b-4f21-5f6f-0c11-c63fe6a409c7,StopOrderTriggered,,False
63908,6820.76,,,-0.00038,,57395,USD,,XBME,-319758,841468095,a58cdfe2-4b4c-72c8-1180-bcd644c02e44,,Funding,57395,-8.41468095,,XBME,6820.76,57395,0,SingleSecurity,,Filled,Limit,00000000-0000-0000-0000-000000000000,57395,,,6820.76,XBt,,8.4411,0.0,,,XBTUSD,Funding,AtTheClose,2018-06-12T04:00:00.034Z,,2018-06-12T04:00:00.000Z,82f35b45-28a5-41aa-61cf-c88bac811235,,,False
63908,6840.24,,,0.00337,,57395,USD,,XBME,2827624,839057505,169e13bb-19a5-7998-3b99-2803c8316b21,,Funding,57395,-8.39057505,,XBME,6840.24,57395,0,SingleSecurity,,Filled,Limit,00000000-0000-0000-0000-000000000000,57395,,,6840.24,XBt,,8.4411,0.0,,,XBTUSD,Funding,AtTheClose,2018-06-12T12:00:00.162Z,,2018-06-12T12:00:00.000Z,55a6026c-f04b-d786-af88-1c7b8ba58c8a,,,False
63908,6795.5,,,0.00075,,13591,USD,,XBME,150003,-200005156,c3f6b51e-4379-c698-b67a-881a2e3ef6b7,Close,Trade,-13591,2.00005156,RemovedLiquidity,XBME,6795.5,13591,43804,SingleSecurity,,PartiallyFilled,Market,094c031f-b657-1092-c241-0efab7b022c2,57395,,,6796.5,XBt,Buy,1.99882837,6.4423,,,XBTUSD,Submitted via API.,ImmediateOrCancel,2018-06-12T12:51:45.347Z,PublishTrade,2018-06-12T12:51:45.347Z,213b1bdd-6bbd-bd0f-ad83-3f4116a8b83b,,,True
63908,6795.7866,,,0.00075,,44501,USD,,XBME,341130,-454840650,62d148ec-097e-5b75-5212-9cd73e482f71,Close,Trade,-30910,4.5484065,RemovedLiquidity,XBME,6796.0,30910,12894,SingleSecurity,,PartiallyFilled,Market,094c031f-b657-1092-c241-0efab7b022c2,57395,,,6796.5,XBt,Buy,6.54476207,1.8963,,,XBTUSD,Submitted via API.,ImmediateOrCancel,2018-06-12T12:51:45.347Z,PublishTrade,2018-06-12T12:51:45.347Z,0aaf4623-4a9d-66f9-3393-bbbe231d62f7,,,True
63908,6795.7866,,,0.00075,,45501,USD,,XBME,11036,-14715000,7e8b8fe8-071f-6529-80c2-9d4d85d0bf3c,Close,Trade,-1000,0.14715,RemovedLiquidity,XBME,6796.0,1000,11894,SingleSecurity,,PartiallyFilled,Market,094c031f-b657-1092-c241-0efab7b022c2,57395,,,6796.5,XBt,Buy,6.69183207,1.7493,,,XBTUSD,Submitted via API.,ImmediateOrCancel,2018-06-12T12:51:45.347Z,PublishTrade,2018-06-12T12:51:45.347Z,5ed5c902-6069-febf-9a68-c0a011e90d5b,,,True
63908,6795.7866,,,0.00075,,46102,USD,,XBME,6632,-8843715,37415ad6-696f-70b4-b998-da7a696e3369,Close,Trade,-601,0.08843715,RemovedLiquidity,XBME,6796.0,601,11293,SingleSecurity,,PartiallyFilled,Market,094c031f-b657-1092-c241-0efab7b022c2,57395,,,6796.5,XBt,Buy,6.78022114,1.6609,,,XBTUSD,Submitted via API.,ImmediateOrCancel,2018-06-12T12:51:45.347Z,PublishTrade,2018-06-12T12:51:45.347Z,0a980303-237f-981f-b276-0b778be65515,,,True
63908,6796.2485,,,0.00075,,57395,USD,,XBME,124615,-166153909,8d37918c-9813-c644-c2be-81e401aeb46f,Close,Trade,-11293,1.66153909,RemovedLiquidity,XBME,6796.5,11293,0,SingleSecurity,,Filled,Market,094c031f-b657-1092-c241-0efab7b022c2,57395,,,6796.5,XBt,Buy,8.44108265,0.0,,,XBTUSD,Submitted via API.,ImmediateOrCancel,2018-06-12T12:51:45.347Z,PublishTrade,2018-06-12T12:51:45.347Z,092e04d3-2218-acd8-45e3-941530eaee93,,,False
63908,6780.5,,,0.00075,,28529,USD,,XBME,315559,-420745692,49cc0a13-67fe-8f86-4be2-64ab4f7febd7,,Trade,-28529,4.20745692,RemovedLiquidity,XBME,6780.5,28529,24674,SingleSecurity,,PartiallyFilled,MarketIfTouched,b40bc61b-5bef-3f3c-a6b1-82359d294e34,53203,,,6795.0,XBt,Buy,4.20745692,3.6313,,6827.5,XBTUSD,"Triggered: Order stop price reached
Submitted via API.",ImmediateOrCancel,2018-06-12T12:51:54.026Z,PublishTrade,2018-06-12T12:51:54.026Z,9a8cd561-6039-4c07-9e54-5cf522b5d966,StopOrderTriggered,,True
63908,6787.4839,,,0.00075,,53203,USD,,XBME,272345,-363127258,fccae270-3566-6ad3-50a6-279612f541fd,,Trade,-24674,3.63127258,RemovedLiquidity,XBME,6795.0,24674,0,SingleSecurity,,Filled,MarketIfTouched,b40bc61b-5bef-3f3c-a6b1-82359d294e34,53203,,,6795.0,XBt,Buy,7.8387295,0.0,,6827.5,XBTUSD,"Triggered: Order stop price reached
Submitted via API.",ImmediateOrCancel,2018-06-12T12:51:54.026Z,PublishTrade,2018-06-12T12:51:54.026Z,ddfd69c9-cff4-15e6-6960-3aa00d1a94d9,StopOrderTriggered,,False
63908,6526.58,,,0.00075,,53203,USD,,XBME,611382,815176366,d1cac179-c7a5-13ba-e46f-7946c87c9860,,Trade,53203,-8.15176366,RemovedLiquidity,XBME,6526.58,53203,0,SingleSecurity,,Filled,Limit,00000000-0000-0000-0000-000000000000,53203,,,6526.58,XBt,Sell,7.8384,0.0,,,XBTUSD,Liquidation,ImmediateOrCancel,2018-06-12T19:08:44.582Z,DoNotPublishTrade,2018-06-12T19:08:44.582Z,b0bd3505-afa9-f340-c914-9b566ba336da,,,False
63908,6440.0,,,0.00075,,2531,USD,,XBME,29476,-39301368,3bc9b4ba-503d-7bda-4540-c4356704a3c8,,Trade,-2531,0.39301368,RemovedLiquidity,XBME,6440.0,2531,0,SingleSecurity,,Filled,Market,98fe06c8-a234-e36c-8d04-f0c98508dc10,2531,,,6440.0,XBt,Buy,0.39301368,0.0,,,XBTUSD,Submitted via API.,ImmediateOrCancel,2018-06-14T03:52:38.186Z,PublishTrade,2018-06-14T03:52:38.186Z,f8de79a0-ac88-b6e7-fdfa-2bc499c25828,,,False
63908,6440.0,,,0.00075,,2152,USD,,XBME,25062,-33416256,84298534-3b49-baa1-d70f-ea124dd135bd,,Trade,-2152,0.33416256,RemovedLiquidity,XBME,6440.0,2152,0,SingleSecurity,,Filled,Market,12d0be9d-4725-c5d5-5649-c8d61d799e10,2152,,,6440.0,XBt,Buy,0.33416256,0.0,,,XBTUSD,Submitted via API.,ImmediateOrCancel,2018-06-14T03:52:39.081Z,PublishTrade,2018-06-14T03:52:39.081Z,04a757ec-1767-4c26-0faf-7efa00eb48b3,,,False
63908,6497.51,,,-0.001876,,4683,USD,,XBME,-135215,-72076053,d0ffbfa9-b5f4-5b87-d23c-1414d6b08fc8,,Funding,-4683,0.72076053,,XBME,6497.51,4683,0,SingleSecurity,,Filled,Limit,00000000-0000-0000-0000-000000000000,4683,,,6497.51,XBt,,0.7272,0.0,,,XBTUSD,Funding,AtTheClose,2018-06-14T04:00:00.071Z,,2018-06-14T04:00:00.000Z,440b7d20-891f-f2a6-e853-95ab29b1498e,,,False
63908,6525.95,,,-0.00375,,4683,USD,,XBME,-269091,-71757609,cf2a6da2-4b38-7068-3225-9031165bfa8e,,Funding,-4683,0.71757609,,XBME,6525.95,4683,0,SingleSecurity,,Filled,Limit,00000000-0000-0000-0000-000000000000,4683,,,6525.95,XBt,,0.7272,0.0,,,XBTUSD,Funding,AtTheClose,2018-06-14T12:00:00.188Z,,2018-06-14T12:00:00.000Z,131c936c-4307-80b4-a69e-bf45def92971,,,False
63908,6410.5,,,0.00075,,961,USD,,XBME,11242,14990639,bf0c01a2-4259-d285-20f4-855e83220ae0,Close,Trade,961,-0.14990639,RemovedLiquidity,XBME,6410.5,961,3722,SingleSecurity,,PartiallyFilled,Market,4525a332-8fad-5ff3-ec60-875e6b01a83e,4683,,,6409.5,XBt,Sell,0.14922408,0.578,,,XBTUSD,Submitted via API.,ImmediateOrCancel,2018-06-14T15:29:49.112Z,PublishTrade,2018-06-14T15:29:49.112Z,32ebcdf0-1e2d-e296-f98d-888a3480e5a6,,,True
63908,6410.5,,,0.00075,,1011,USD,,XBME,584,779950,f09a7e8a-3b0b-37c6-fece-ae8a75262e31,Close,Trade,50,-0.0077995,RemovedLiquidity,XBME,6410.5,50,3672,SingleSecurity,,PartiallyFilled,Market,4525a332-8fad-5ff3-ec60-875e6b01a83e,4683,,,6409.5,XBt,Sell,0.15698808,0.5702,,,XBTUSD,Submitted via API.,ImmediateOrCancel,2018-06-14T15:29:49.112Z,PublishTrade,2018-06-14T15:29:49.112Z,3e6f1292-96da-8767-6d71-c5b8197c33d3,,,True
63908,6410.5,,,0.00075,,1061,USD,,XBME,584,779950,5f0da18b-b451-f213-ecc3-069d30d8b6d2,Close,Trade,50,-0.0077995,RemovedLiquidity,XBME,6410.5,50,3622,SingleSecurity,,PartiallyFilled,Market,4525a332-8fad-5ff3-ec60-875e6b01a83e,4683,,,6409.5,XBt,Sell,0.16475208,0.5624,,,XBTUSD,Submitted via API.,ImmediateOrCancel,2018-06-14T15:29:49.112Z,PublishTrade,2018-06-14T15:29:49.112Z,f7bc25b8-45b9-50ce-76f7-b006c2cb9232,,,True
63908,6410.6674,,,0.00075,,1086,USD,,XBME,292,390025,263142eb-e8d8-d5b4-ff45-128043d5640d,Close,Trade,25,-0.00390025,RemovedLiquidity,XBME,6410.0,25,3597,SingleSecurity,,PartiallyFilled,Market,4525a332-8fad-5ff3-ec60-875e6b01a83e,4683,,,6409.5,XBt,Sell,0.16863408,0.5585,,,XBTUSD,Submitted via API.,ImmediateOrCancel,2018-06-14T15:29:49.112Z,PublishTrade,2018-06-14T15:29:49.112Z,97fca8e1-2671-6e2a-4005-69c614430089,,,True
63908,6409.8455,,,0.00075,,4683,USD,,XBME,42090,56120394,ba1a57d9-ae43-c06a-b7c1-5a43c6a5227c,Close,Trade,3597,-0.56120394,RemovedLiquidity,XBME,6409.5,3597,0,SingleSecurity,,Filled,Market,4525a332-8fad-5ff3-ec60-875e6b01a83e,4683,,,6409.5,XBt,Sell,0.72717624,0.0,,,XBTUSD,Submitted via API.,ImmediateOrCancel,2018-06-14T15:29:49.112Z,PublishTrade,2018-06-14T15:29:49.112Z,b16feca0-bc5f-140e-6d71-fb605b5ae4fe,,,False
63908,6409.0,,,0.00075,,2,USD,,XBME,23,31206,8563d20c-cf94-98c4-0536-93296f68312c,,Trade,2,-0.00031206,RemovedLiquidity,XBME,6409.0,2,2506,SingleSecurity,,PartiallyFilled,Market,65cf3255-1b70-3b70-66a3-4268aa126122,2508,,,6405.5,XBt,Sell,0.00031206,0.3912,,,XBTUSD,Submitted via API.,ImmediateOrCancel,2018-06-14T15:29:57.041Z,PublishTrade,2018-06-14T15:29:57.041Z,611fcc3a-d777-853f-ce45-b8fe4a454c1d,,,True
