account,avgCostPrice,avgEntryPrice,bankruptPrice,breakEvenPrice,commission,crossMargin,currency,currentComm,currentCost,currentQty,currentTimestamp,deleveragePercentile,execBuyCost,execBuyQty,execComm,execCost,execQty,execSellCost,execSellQty,foreignNotional,grossExecCost,grossOpenCost,grossOpenPremium,homeNotional,indicativeTax,indicativeTaxRate,initMargin,initMarginReq,isOpen,lastPrice,lastValue,leverage,liquidationPrice,longBankrupt,maintMargin,maintMarginReq,marginCallPrice,markPrice,markValue,openOrderBuyCost,openOrderBuyPremium,openOrderBuyQty,openOrderSellCost,openOrderSellPremium,openOrderSellQty,openingComm,openingCost,openingQty,openingTimestamp,posAllowance,posComm,posCost,posCost2,posCross,posInit,posLoss,posMaint,posMargin,posState,prevClosePrice,prevRealisedPnl,prevUnrealisedPnl,quoteCurrency,realisedCost,realisedGrossPnl,realisedPnl,realisedTax,rebalancedPnl,riskLimit,riskValue,sessionMargin,shortBankrupt,simpleCost,simplePnl,simplePnlPcnt,simpleQty,simpleValue,symbol,targetExcessMargin,taxBase,taxableMargin,timestamp,underlying,unrealisedCost,unrealisedGrossPnl,unrealisedPnl,unrealisedPnlPcnt,unrealisedRoePcnt,unrealisedTax,varMargin
63908,9698.5,9698.5,98.5,9168,0.00075,True,XBt,-18,-10311,1,2020-06-24T17:37:35.383Z,1,0,0,0,0,0,0,0,-1,0,0,0,0.00010786,0,,0,0.01,True,9271.04,-10786,100,98.5,0,0.0104826597,0.004,0.009137539650000002,0.8600456405760002,-10786,0,0,0,0,0,0,-18,-10311,1,2020-06-24T17:00:00.000Z,0.0,9,-10311,-0.9327711795000001,731,104,256,51,588,,9291.71,0,0,USD,0,0,18,0.0,579,20000000000,10786,0,0,,,,,,XBTUSD,0,0,0,2020-06-24T17:37:35.383Z,XBT,-10311,-475,-475,-0.0461,-4.6067,0,0
